redirect_url,description,title,posted_date,company,area_json,location,retrieved_date,raw_payload,job_hash,AI_score,model_version,prompt_version,AI_justification,user_score,user_justification,applied
https://www.adzuna.fr/details/5213700328?utm_medium=api&utm_source=ef4a1e8d,"le candidat rejoindra une équipe pluridisciplinaire travaillant en méthode scrum agile sur des plateformes data. il sera amené à réaliser des activités aussi bien de développement des outils internes à la plateforme que de support à nos cas d'usages, selon la roadmap technique et applicative, et les correctifs urgents. d'un point de vue environnement technique la ratp a fait le choix de databricks sur aws pour porter le coeur de sa plateforme data. 1. développement et intégration des plateforme…",alternant data engineer - devops h/f,2025-05-24,RATP,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-05-26,"{""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""RATP""}, ""longitude"": 2.344631, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5213700328"", ""redirect_url"": ""https://www.adzuna.fr/details/5213700328?utm_medium=api&utm_source=ef4a1e8d"", ""created"": ""2025-05-24T06:32:20Z"", ""title"": ""Alternant Data Engineer - DevOps H/F"", ""latitude"": 48.863839, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMzcwMDMyOCIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.YoDgIA4dOGY8crUh4WWdYtdGrLgPNisHYpiQjSHm0Rg"", ""salary_is_predicted"": ""0"", ""location"": {""display_name"": ""Paris, Ile-de-France"", ""area"": [""France"", ""Ile-de-France"", ""Paris""], ""__CLASS__"": ""Adzuna::API::Response::Location""}, ""contract_time"": ""full_time"", ""category"": {""label"": ""Unknown"", ""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""description"": ""Le candidat rejoindra une \u00e9quipe pluridisciplinaire travaillant en m\u00e9thode Scrum Agile sur des plateformes Data. Il sera amen\u00e9 \u00e0 r\u00e9aliser des activit\u00e9s aussi bien de d\u00e9veloppement des outils internes \u00e0 la plateforme que de support \u00e0 nos cas d'usages, selon la roadmap technique et applicative, et les correctifs urgents. D'un point de vue environnement technique la RATP a fait le choix de Databricks sur AWS pour porter le coeur de sa plateforme data. 1. D\u00e9veloppement et Int\u00e9gration des plateforme\u2026""}",13241694410537330125,8,gpt-3.5-turbo,v1,"Match Score: 8
Justification: This job as an alternant data engineer at RATP involves working with AWS services, which aligns with the user's ideal job description. The role also offers the opportunity to work in the public sector, which is a plus.",3,Job intéressant mais en alternance. Je ne souhaite pas faire une alternance.,False
https://www.adzuna.fr/land/ad/5213731963?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7B34EC668CEDC80CB96A9DD1D3BA5157B257BC85,"-offre en cdi- visian, société de conseil spécialisée en innovation , design produit , gestion de projet it et développement data. recherche un data engineer.  missions en tant que data engineer , vous jouerez un rôle clé dans la conception, la mise en place et la gestion des solutions cloud pour la collecte, le traitement et le stockage des données. vous serez responsable de : concevoir et maintenir des infrastructures cloud sur aws , azure , ou gcp pour répondre aux besoins des projets data. …",ingénieur de données/ingénieure de données,2025-05-24,VISIAN,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie""]","Courbevoie, Nanterre",2025-05-26,"{""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5213731963"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Visian""}, ""longitude"": 2.25651, ""latitude"": 48.89683, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMzczMTk2MyIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.eHGi056UQEb4h-Wid3wGT8yKay9FrJHlpF19Gio9tj8"", ""salary_is_predicted"": ""0"", ""description"": ""-OFFRE EN CDI- Visian, Soci\u00e9t\u00e9 de conseil sp\u00e9cialis\u00e9e en innovation , design produit , gestion de projet IT et d\u00e9veloppement Data. Recherche un Data Engineer.  Missions En tant que Data Engineer , vous jouerez un r\u00f4le cl\u00e9 dans la conception, la mise en place et la gestion des solutions Cloud pour la collecte, le traitement et le stockage des donn\u00e9es. Vous serez responsable de : Concevoir et maintenir des infrastructures Cloud sur AWS , Azure , ou GCP pour r\u00e9pondre aux besoins des projets data. \u2026"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""unknown"", ""label"": ""Unknown""}, ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Courbevoie, Nanterre"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie""]}, ""created"": ""2025-05-24T06:54:33Z"", ""title"": ""Ing\u00e9nieur de donn\u00e9es/Ing\u00e9nieure de donn\u00e9es"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5213731963?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7B34EC668CEDC80CB96A9DD1D3BA5157B257BC85""}",677839657215001586,7,gpt-3.5-turbo,v1,"Score: 7
Justification: This job as a data engineer at VISIAN matches well with your skills in AWS and data engineering. The focus on cloud solutions aligns with your interest in working with AWS services. The only potential downside is the lack of specific sector alignment with energy or environment.",9,Parfait mais 3 ans d'expérience requise ce qui reste assez ambitieux à ce stade.,True
https://www.adzuna.fr/land/ad/5214225636?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=ADB86EA283A10F4FFA2EAE9EB5AD616CE38195CB,"-offre en cdi- visian, société de conseil spécialisée en innovation, design produit, gestion de projet it et développement data. recherche un data engineer.  missions en tant que data engineer, vous jouerez un rôle clé dans la conception, la mise en place et la gestion des solutions cloud pour la collecte, le traitement et le stockage des données. vous serez responsable de : * concevoir et maintenir des infrastructures cloud sur aws, azure, ou gcp pour répondre aux besoins des projets data. * i…",ingénieur de données/ingénieure de données,2025-05-24,VISIAN,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]","La Défense, Courbevoie",2025-05-26,"{""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxNDIyNTYzNiIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.MDL4uyTQ9ss0KR-SbqmTBp3pqYly4KCEmayTZM607j8"", ""latitude"": 48.89683, ""salary_is_predicted"": ""0"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""La D\u00e9fense, Courbevoie"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]}, ""category"": {""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown""}, ""description"": ""-OFFRE EN CDI- Visian, Soci\u00e9t\u00e9 de conseil sp\u00e9cialis\u00e9e en innovation, design produit, gestion de projet IT et d\u00e9veloppement Data. Recherche un Data Engineer.  Missions En tant que Data Engineer, vous jouerez un r\u00f4le cl\u00e9 dans la conception, la mise en place et la gestion des solutions Cloud pour la collecte, le traitement et le stockage des donn\u00e9es. Vous serez responsable de : * Concevoir et maintenir des infrastructures Cloud sur AWS, Azure, ou GCP pour r\u00e9pondre aux besoins des projets data. * I\u2026"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5214225636?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=ADB86EA283A10F4FFA2EAE9EB5AD616CE38195CB"", ""title"": ""Ing\u00e9nieur de donn\u00e9es/Ing\u00e9nieure de donn\u00e9es"", ""created"": ""2025-05-24T13:08:50Z"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5214225636"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Visian""}, ""longitude"": 2.25651}",677839657215001586,7,gpt-3.5-turbo,v1,"Match: 7/10
Justification: This job as a data engineer at VISIAN aligns well with the user's skills in Python, SQL, and AWS, and their interest in working with AWS services. The job also offers the opportunity to work in the data field, which the user is seeking.",9,Parfait mais 3 ans d'expérience requise ce qui reste assez ambitieux à ce stade.,True
https://www.adzuna.fr/land/ad/5214225636?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=ADB86EA283A10F4FFA2EAE9EB5AD616CE38195CB,"-offre en cdi- visian, société de conseil spécialisée en innovation, design produit, gestion de projet it et développement data. recherche un data engineer.  missions en tant que data engineer, vous jouerez un rôle clé dans la conception, la mise en place et la gestion des solutions cloud pour la collecte, le traitement et le stockage des données. vous serez responsable de : * concevoir et maintenir des infrastructures cloud sur aws, azure, ou gcp pour répondre aux besoins des projets data. * i…",ingénieur de données/ingénieure de données,2025-05-24,VISIAN,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]","La Défense, Courbevoie",2025-05-26,"{""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxNDIyNTYzNiIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.MDL4uyTQ9ss0KR-SbqmTBp3pqYly4KCEmayTZM607j8"", ""latitude"": 48.89683, ""salary_is_predicted"": ""0"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""La D\u00e9fense, Courbevoie"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]}, ""category"": {""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown""}, ""description"": ""-OFFRE EN CDI- Visian, Soci\u00e9t\u00e9 de conseil sp\u00e9cialis\u00e9e en innovation, design produit, gestion de projet IT et d\u00e9veloppement Data. Recherche un Data Engineer.  Missions En tant que Data Engineer, vous jouerez un r\u00f4le cl\u00e9 dans la conception, la mise en place et la gestion des solutions Cloud pour la collecte, le traitement et le stockage des donn\u00e9es. Vous serez responsable de : * Concevoir et maintenir des infrastructures Cloud sur AWS, Azure, ou GCP pour r\u00e9pondre aux besoins des projets data. * I\u2026"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5214225636?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=ADB86EA283A10F4FFA2EAE9EB5AD616CE38195CB"", ""title"": ""Ing\u00e9nieur de donn\u00e9es/Ing\u00e9nieure de donn\u00e9es"", ""created"": ""2025-05-24T13:08:50Z"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5214225636"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Visian""}, ""longitude"": 2.25651}",677839657215001586,7,gpt-3.5-turbo,v1,"Score: 7
Justification: This job as a data engineer at VISIAN matches well with your skills in AWS and data engineering. The focus on cloud solutions aligns with your interest in working with AWS services. The only potential downside is the lack of specific sector alignment with energy or environment.",9,Parfait mais 3 ans d'expérience requise ce qui reste assez ambitieux à ce stade.,True
https://www.adzuna.fr/land/ad/5213731963?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7B34EC668CEDC80CB96A9DD1D3BA5157B257BC85,"-offre en cdi- visian, société de conseil spécialisée en innovation , design produit , gestion de projet it et développement data. recherche un data engineer.  missions en tant que data engineer , vous jouerez un rôle clé dans la conception, la mise en place et la gestion des solutions cloud pour la collecte, le traitement et le stockage des données. vous serez responsable de : concevoir et maintenir des infrastructures cloud sur aws , azure , ou gcp pour répondre aux besoins des projets data. …",ingénieur de données/ingénieure de données,2025-05-24,VISIAN,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie""]","Courbevoie, Nanterre",2025-05-26,"{""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5213731963"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Visian""}, ""longitude"": 2.25651, ""latitude"": 48.89683, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMzczMTk2MyIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.eHGi056UQEb4h-Wid3wGT8yKay9FrJHlpF19Gio9tj8"", ""salary_is_predicted"": ""0"", ""description"": ""-OFFRE EN CDI- Visian, Soci\u00e9t\u00e9 de conseil sp\u00e9cialis\u00e9e en innovation , design produit , gestion de projet IT et d\u00e9veloppement Data. Recherche un Data Engineer.  Missions En tant que Data Engineer , vous jouerez un r\u00f4le cl\u00e9 dans la conception, la mise en place et la gestion des solutions Cloud pour la collecte, le traitement et le stockage des donn\u00e9es. Vous serez responsable de : Concevoir et maintenir des infrastructures Cloud sur AWS , Azure , ou GCP pour r\u00e9pondre aux besoins des projets data. \u2026"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""unknown"", ""label"": ""Unknown""}, ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Courbevoie, Nanterre"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie""]}, ""created"": ""2025-05-24T06:54:33Z"", ""title"": ""Ing\u00e9nieur de donn\u00e9es/Ing\u00e9nieure de donn\u00e9es"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5213731963?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7B34EC668CEDC80CB96A9DD1D3BA5157B257BC85""}",677839657215001586,7,gpt-3.5-turbo,v1,"Match: 7/10
Justification: This job as a data engineer at VISIAN aligns well with the user's skills in Python, SQL, and AWS, and their interest in working with AWS services. The job also offers the opportunity to work in the data field, which the user is seeking.",9,Parfait mais 3 ans d'expérience requise ce qui reste assez ambitieux à ce stade.,True
https://www.adzuna.fr/land/ad/5213727437?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=696005727F4F6947396F0938CB865AA44895005B,"si tu adores construire des pipelines solides comme le roc, cette annonce est pour toi ce que tu recherches : évoluer au sein d’une équipe dynamique participer à des projets innovants d’envergure relever des défis liés à l’ingénierie des données, aux flux et aux performances donner un nouveau souffle à ta carrière alors nous avons la mission idéale pour toi! au sein d’un acteur majeur du secteur assurantiel tu participeras, dans le cadre de projets liés à la protection des données personnelles …",data engineer,2025-05-24,GROUPE ALLIANCE,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-05-26,"{""redirect_url"": ""https://www.adzuna.fr/land/ad/5213727437?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=696005727F4F6947396F0938CB865AA44895005B"", ""title"": ""Data Engineer"", ""created"": ""2025-05-24T06:52:51Z"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""unknown"", ""label"": ""Unknown""}, ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""display_name"": ""Paris, Ile-de-France"", ""__CLASS__"": ""Adzuna::API::Response::Location""}, ""description"": ""SI TU ADORES CONSTRUIRE DES PIPELINES SOLIDES COMME LE ROC, CETTE ANNONCE EST POUR TOI CE QUE TU RECHERCHES : \u00c9voluer au sein d\u2019une \u00e9quipe dynamique Participer \u00e0 des projets innovants d\u2019envergure Relever des d\u00e9fis li\u00e9s \u00e0 l\u2019ing\u00e9nierie des donn\u00e9es, aux flux et aux performances Donner un nouveau souffle \u00e0 ta carri\u00e8re Alors nous avons la mission id\u00e9ale pour toi! Au sein d\u2019un acteur majeur du secteur Assurantiel tu participeras, dans le cadre de projets li\u00e9s \u00e0 la protection des donn\u00e9es personnelles \u2026"", ""latitude"": 48.863839, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoic3N4VHlVczY4Qkcwd0F5ZWFDWlhMQSIsImkiOiI1MjEzNzI3NDM3In0.SU8IrXUZnzQJfNENqJPKqKZ-aYDANyMaEalZIQ2H8pI"", ""longitude"": 2.344631, ""company"": {""display_name"": ""GROUPE ALLIANCE"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""id"": ""5213727437"", ""__CLASS__"": ""Adzuna::API::Response::Job""}",4761152135624117186,6,gpt-3.5-turbo,v1,"Match: 6/10
Justification: The job as a data engineer at GROUPE ALLIANCE aligns well with the user's technical skills and interest in working with data. However, it may not fully meet their preference for working in the energy or public sector.",6,Sujet RGPD intéressant et prometteur. Les compétences requises sont cohérentes aussi mais le niveau technique requis est trop haut. Il faut au moins 5  ans d'expérience sur des postes similaire et une certaine maitrise de la base de donnée Oracle notamment que je n'ai pas pour le moment.,True
https://www.adzuna.fr/land/ad/5213737142?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7957718CE1D477D12876532839165BF5BC9E737F,"cette assurtech de l'industrie en forte croissance cherche un.e data engineer / dataops pour structurer et industrialiser son environnement data. l’objectif : centraliser, transformer et rendre actionnables les données produit & métier dans une stack moderne sur gcp.  vos missions : concevoir des pipelines elt entre nos différents produits (interfaces experts, backoffice, etc.) centraliser et transformer les données dans bigquery automatiser les workflows avec airflow orchestrer les transformat…",data engineer h/f - assurtech,2025-05-24,LITY,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-05-26,"{""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5213737142"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""LITY""}, ""longitude"": 2.344631, ""latitude"": 48.863839, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoic3N4VHlVczY4Qkcwd0F5ZWFDWlhMQSIsImkiOiI1MjEzNzM3MTQyIn0.9EqQUYOYIKXltBQE8oE_n36lfRzE_DrRBeR_LNAGMMU"", ""salary_is_predicted"": ""0"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""unknown"", ""label"": ""Unknown""}, ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""display_name"": ""Paris, Ile-de-France"", ""__CLASS__"": ""Adzuna::API::Response::Location""}, ""description"": ""Cette Assurtech de l'industrie en forte croissance cherche un.e Data Engineer / DataOps pour structurer et industrialiser son environnement data. L\u2019objectif : centraliser, transformer et rendre actionnables les donn\u00e9es produit & m\u00e9tier dans une stack moderne sur GCP.  Vos missions : Concevoir des pipelines ELT entre nos diff\u00e9rents produits (interfaces experts, backoffice, etc.) Centraliser et transformer les donn\u00e9es dans BigQuery Automatiser les workflows avec Airflow Orchestrer les transformat\u2026"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5213737142?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7957718CE1D477D12876532839165BF5BC9E737F"", ""title"": ""Data engineer H/F - Assurtech"", ""created"": ""2025-05-24T06:57:12Z""}",15166560001747330556,6,gpt-3.5-turbo,v1,"Match Score: 6
Justification: The job as a data engineer at an assurtech company aligns well with the user's technical skills and interest in working with data. However, the job mentions GCP instead of AWS, and the industry is not specifically in energy or environment.",4,"Poste intéressant mais demande un haut niveau d'expérience, au moins 5 ans. De plus, les technologies attendues sont airlfow, bigquery et DBT que je n'ai encore jamais été amené à utiliser.",True
https://www.adzuna.fr/land/ad/5213729502?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7211A97654AE0D35F911B7712BDC8F94B5DEE026,"profil: data engineer contrat: cdi début: asap bac  5 minimum contexte: qolibris est un cabinet de conseil spécialisé en data avec une approche durable. notre offre s’articule en : ‍4 practices piliers : décisionnelle, analyse, intelligence et architecture  2 practices transverses : fonctionnelle et gouvernance pour chacune de nos missions, selon les environnements et leur maturité, nous appliquons une méthodologie qui nous est propre : optimisation des taches, bilan carbone et proposition d’ac…",data engineer,2025-05-24,QOLIBRIS,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-05-26,"{""title"": ""Data Engineer"", ""created"": ""2025-05-24T06:53:34Z"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5213729502?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=7211A97654AE0D35F911B7712BDC8F94B5DEE026"", ""description"": ""Profil: Data Engineer Contrat: CDI D\u00e9but: ASAP Bac  5 minimum Contexte: Qolibris est un cabinet de conseil sp\u00e9cialis\u00e9 en Data avec une approche durable. Notre offre s\u2019articule en : \u200d4 practices piliers : D\u00e9cisionnelle, Analyse, Intelligence et Architecture  2 practices transverses : Fonctionnelle et Gouvernance Pour chacune de nos missions, selon les environnements et leur maturit\u00e9, nous appliquons une m\u00e9thodologie qui nous est propre : optimisation des taches, bilan carbone et proposition d\u2019ac\u2026"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""unknown"", ""label"": ""Unknown""}, ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""area"": [""France"", ""Ile-de-France"", ""Paris""], ""display_name"": ""Paris, Ile-de-France""}, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoic3N4VHlVczY4Qkcwd0F5ZWFDWlhMQSIsImkiOiI1MjEzNzI5NTAyIn0.KrdLltBK5vMIjdbzGEjFcdV_5sBNm5ArtrYb8wtgxdc"", ""latitude"": 48.863839, ""salary_is_predicted"": ""0"", ""longitude"": 2.344631, ""company"": {""display_name"": ""QOLIBRIS"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""id"": ""5213729502"", ""__CLASS__"": ""Adzuna::API::Response::Job""}",4055296267306499508,6,gpt-3.5-turbo,v1,"Score: 6
Justification: The job as a data engineer at QOLIBRIS aligns well with the user's technical skills and interest in working with data in a sustainable context. However, it may not fully meet their preference for working with AWS services or in the energy/environment/public sector.",9,"Secteur très cohérent pour mon profil, le bilan carbone. Le type de poste est également cohérent mais semble demander un haut niveau de compétence notamment sur des technologies que je n'ai pas abordé comme les services cloud de GCP et Apache",True
https://www.adzuna.fr/details/5213891259?utm_medium=api&utm_source=ef4a1e8d,"votre principal rôle sera de : concevoir, réaliser, superviser, optimiser et maintenir les pipelines d'ingestions des données nécessaires aux applications data et ia métier dans la plateforme data groupe. l'ensemble des pipelines de données sont exécutées dans databricks. assurer la performance des fonctionnalités et outillages développés dans la plateforme, aux côtés des devops du socle : mettre en place ou améliorer la supervision, contrôler leur qualité, réaliser des correctifs et des évolut…",data engineer - f/h,2025-05-24,RATP,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-05-26,"{""salary_min"": 35000, ""salary_max"": 35000, ""longitude"": 2.344631, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5213891259"", ""title"": ""Data Engineer - F/H"", ""created"": ""2025-05-24T08:07:43Z"", ""description"": ""Votre principal r\u00f4le sera de : Concevoir, r\u00e9aliser, superviser, optimiser et maintenir les pipelines d'ingestions des donn\u00e9es n\u00e9cessaires aux applications data et IA m\u00e9tier dans la Plateforme Data Groupe. L'ensemble des pipelines de donn\u00e9es sont ex\u00e9cut\u00e9es dans Databricks. Assurer la performance des fonctionnalit\u00e9s et outillages d\u00e9velopp\u00e9s dans la plateforme, aux c\u00f4t\u00e9s des DevOps du socle : mettre en place ou am\u00e9liorer la supervision, contr\u00f4ler leur qualit\u00e9, r\u00e9aliser des correctifs et des \u00e9volut\u2026"", ""company"": {""display_name"": ""RATP"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""redirect_url"": ""https://www.adzuna.fr/details/5213891259?utm_medium=api&utm_source=ef4a1e8d"", ""contract_type"": ""permanent"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoic3N4VHlVczY4Qkcwd0F5ZWFDWlhMQSIsImkiOiI1MjEzODkxMjU5In0.PNzq_czS03Z0QTm57dQUCdv8EbBqwZq7s4x_c34476w"", ""latitude"": 48.863839, ""salary_is_predicted"": ""0"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""area"": [""France"", ""Ile-de-France"", ""Paris""], ""display_name"": ""Paris, Ile-de-France""}, ""category"": {""tag"": ""hr-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois RH et Recrutement""}}",6943640535469709020,6,gpt-3.5-turbo,v1,"Score: 6
The job as a data engineer at RATP matches well with your technical skills and interest in working with AWS services. However, it may not align perfectly with your preference for the energy or environment sector.",3,"Poste intéressant mais 5 années d'expérience minimum sont attendues sur des postes techniques de data engineer. De plus, la compétence en databricks semble importante alors que je n'ai jamais utilisé cet outil.",True
https://www.adzuna.fr/land/ad/5213733471?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=9958D6F8F66461A1F3AA8051DC7FA1226E28D7CB,"consultant data & analytics engineer à propos de l'entreprise - esmoz est un challenger pure player data & ia en france, acteur de la transformation des modèles esn. depuis 2019, nous avons constitué une communauté de talents hyper-spécialisés pour accompagner nos clients sur des projets à forte valeur ajoutée. aujourd’hui, nous entamons une nouvelle phase de croissance ambitieuse et recherchons nos futurs esmoziens, data & analytics engineers pour accompagner nos clients sur des projets data &…",consultant data & analytics engineer (h/f),2025-05-24,ESMOZ,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""]","Levallois-Perret, Nanterre",2025-05-26,"{""location"": {""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""], ""display_name"": ""Levallois-Perret, Nanterre"", ""__CLASS__"": ""Adzuna::API::Response::Location""}, ""category"": {""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown""}, ""description"": ""Consultant Data & Analytics Engineer \u00c0 propos de l'entreprise - Esmoz est un challenger pure player Data & IA en France, acteur de la transformation des mod\u00e8les ESN. Depuis 2019, nous avons constitu\u00e9 une communaut\u00e9 de talents hyper-sp\u00e9cialis\u00e9s pour accompagner nos clients sur des projets \u00e0 forte valeur ajout\u00e9e. Aujourd\u2019hui, nous entamons une nouvelle phase de croissance ambitieuse et recherchons nos futurs Esmoziens, Data & Analytics Engineers pour accompagner nos clients sur des projets Data &\u2026"", ""salary_is_predicted"": ""0"", ""latitude"": 48.89434, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMzczMzQ3MSIsInMiOiJzc3hUeVVzNjhCRzB3QXllYUNaWExBIn0.JoRqN1z37uZNC3-saawG9FGvfXw7gtisiNtvrxxDAEc"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5213733471?se=ssxTyUs68BG0wAyeaCZXLA&utm_medium=api&utm_source=ef4a1e8d&v=9958D6F8F66461A1F3AA8051DC7FA1226E28D7CB"", ""created"": ""2025-05-24T06:55:05Z"", ""title"": ""Consultant Data & Analytics Engineer (H/F)"", ""id"": ""5213733471"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""longitude"": 2.28834, ""company"": {""display_name"": ""Esmoz"", ""__CLASS__"": ""Adzuna::API::Response::Company""}}",6372564619955189311,5,gpt-3.5-turbo,v1,"Score: 5
Justification: While the job title and company align with the user's interest in data, the lack of mention of working with AWS services or in the energy/environment/public sector may not fully meet their ideal job expectations.",7,Poste relativement accessible techniquement mais pas tout à fait aligné avec mon projet professionnel. Cela reste une offre cohérente et prometteuse.,True
